ilkid	gp	minutes	pts	reb	asts	turnover	fga	fgm
HEMRIDI01 	138	2384	863	703	102	0	717	270
HENDEAL01 	652	13775	5094	3249	397	717	4215	1976
HENDECE01 	8	16	11	8	0	4	8	4
HENDECE02 	260	6182	1885	755	419	401	1797	783
HENDEDA01 	22	351	126	35	34	40	116	47
HENDEGE01 	871	18856	7773	1453	3141	1561	6526	3079
HENDEJE01 	7	39	16	8	0	6	16	6
HENDEJR01 	30	331	97	47	22	18	96	35
HENDEKE01 	22	235	65	24	34	21	61	24
HENDETO01 	650	17690	6088	1494	3136	693	5601	2426
HENDRMA01 	114	1508	381	316	63	63	322	134
HENNELA01 	74	817	331	94	73	0	422	141
HENRIDO01 	138	3927	989	990	240	0	881	338
HENRYAL01 	49	447	194	148	8	0	162	69
HENRYBI01 	95	0	613	0	103	0	578	185
HENRYCA01 	28	149	78	19	4	9	67	31
HENRYCO01 	93	756	305	83	102	65	286	108
HENRYSK01 	4	15	4	2	4	1	5	1
HENSOST01 	238	2282	739	176	465	175	631	254
HENTZCH01 	57	1075	341	386	31	0	303	142
HERMABI01 	13	0	56	0	15	0	65	25
HERMSCL01 	288	62	2669	467	366	0	3243	962
HERRECA01 	465	8042	2481	1690	261	446	2183	1039
HERRECH01 	70	1005	224	73	167	62	220	74
HerrmWa01 	152	1945	819	319	66	61	681	312
HERROKE01 	124	2620	1219	242	174	170	1108	485
HERTZSI01 	293	0	2563	260	618	0	3166	946
HESTEDA01 	42	555	248	234	35	0	245	97
HETZEFR01 	416	8885	4658	2444	462	0	4246	1789
HEWITBI01 	361	7461	2062	1994	469	0	2031	891
HEWSOJA01 	24	0	65	0	1	0	89	22
HEYMAAR01 	163	5221	2511	1047	513	402	1996	854
HEYMAAR01 	147	3019	1519	414	346	0	1322	564
HibbeRo01 	70	1009	494	243	49	55	420	198
HICKEMA01 	1	0	2	0	0	0	6	0
HicksJJ01 	62	704	245	165	9	45	194	100
HICKSPH01 	57	390	132	94	32	13	132	59
HIGGIBI01 	15	348	138	21	32	40	139	61
HIGGIEA01 	53	467	231	128	35	0	223	104
HIGGIMI01 	18	111	30	9	5	5	18	9
HIGGIRO01 	779	17189	7011	2819	1254	786	5336	2483
HIGGISE01 	220	3334	1375	402	226	239	1305	559
HIGGSKE01 	216	4435	1470	391	944	369	1221	538
HIGHJO01  	274	4538	1396	617	525	455	1168	508
HIGHTWA01 	316	7240	2848	1876	337	0	2888	1039
HIGHTWA01 	249	8234	3720	2090	622	353	3203	1281
HILARMA01 	370	10576	4266	2453	601	755	2932	1600
HILLAR01  	468	11785	3214	917	2194	833	2817	1150
HILLCL01  	58	1050	320	178	114	0	309	107
HILLGA01  	79	1118	370	130	110	0	420	156
HillGe01  	77	1273	438	158	136	74	372	150
HILLGR01  	787	28121	14579	5166	3726	2127	11050	5372
HILLHAR01 	71	0	418	0	44	0	483	134
HILLMDA01 	395	11015	4195	3306	551	820	3554	1717
HILLMDA01 	287	6594	2471	1881	406	368	2128	992
HILLSI01  	252	5839	2449	1330	334	338	2325	1005
HillSt01  	1	2	2	3	0	0	1	1
HILLTY01  	801	22389	7532	6854	647	1244	5643	2834
HILTOFR01 	120	2080	1131	254	190	0	1289	500
HINRIKI01 	440	15026	6098	1492	2675	1003	5299	2202
HINSORO01 	507	15543	7206	3452	495	1009	5568	2776
HIRSCME01 	13	0	19	0	10	0	45	9
HITCHLE01 	414	8364	2075	2183	499	0	2021	759
HiteRo01  	12	136	51	16	8	6	60	19
HODGECR01 	695	15077	5940	937	1769	815	5130	2363
HODGEDO01 	249	3501	1182	809	191	236	1057	462
HODGEJU01 	22	96	28	15	18	11	25	11
HOEFEAD01 	65	0	361	0	36	0	533	133
HOFFMPA01 	317	5130	3234	1129	911	0	3354	1139
HOGSEBO01 	7	22	16	3	1	0	16	5
HOGSEBO01 	13	119	21	23	1	4	20	7
HOGUEPA01 	65	1487	409	461	48	0	449	164
HOIBEFR01 	541	9976	2944	1438	846	292	2227	959
HOLCODO01 	3	0	15	0	5	0	12	3
HOLCORA01 	4	10	2	1	0	0	1	1
HOLLABR01 	93	686	293	59	63	52	293	118
HOLLAJO01 	186	737	1084	510	327	0	1312	434
HOLLAWI01 	276	8171	3760	842	922	408	3558	1608
HOLLIES01 	25	154	69	45	6	14	75	30
HOLLILI01 	673	18453	7809	1601	3006	1337	7211	3201
HolliRy01 	131	1160	352	234	22	65	223	115
HOLMADE01 	46	554	176	78	73	40	153	55
HOLSTJI01 	225	3476	859	659	249	0	981	317
HOLTAL01  	6	14	4	4	0	0	8	1
HOLTOMI01 	325	5836	2016	459	977	409	1805	796
HOLUBDI01 	48	0	504	0	37	0	662	195
HOLUPJO01 	192	3526	1347	852	193	0	1345	460
HOLZMRE01 	358	2106	2166	344	721	0	2622	830
HONEYJE01 	54	633	275	104	35	58	253	99
HOODDE01  	2	4	0	1	0	0	3	0
HOOPEBO01 	54	955	271	109	142	52	271	112
HOOSECA01 	56	720	316	216	29	49	297	128
HOOVETO01 	100	1270	350	425	56	0	310	128
HOOVETO01 	123	3007	961	963	181	311	765	352
HOPKIBO01 	273	5122	2237	1526	189	0	2168	854
HOPPEDA01 	169	2401	837	647	100	138	629	326
HOPSODE01 	334	7509	3633	939	539	548	3193	1375
HORANJO01 	19	93	34	10	2	0	42	12
HORDGCE01 	145	2971	1099	853	169	231	894	425
HorfoAl01 	148	4782	1594	1409	287	240	1262	645
HORFOTI01 	63	376	93	84	5	30	110	33
HORNAJE01 	1077	33964	15659	3646	5281	1971	11957	5929
HORNRO01  	1	6	2	1	0	1	2	0
HORNRO01  	31	314	77	77	11	0	94	28
HORRYRO01 	1107	27066	7715	5269	2343	1378	6643	2820
HORTOED01 	45	374	202	108	19	39	162	80
HOSKEWI01 	143	1395	573	355	94	0	485	235
HOUBRBO01 	281	6725	2611	1552	500	0	2245	906
HOUSEED01 	593	10207	4521	1022	965	495	4300	1777
HOUSTAL01 	839	28308	14551	2434	1990	1760	12017	5337
HOUSTBY01 	214	2674	835	648	114	173	673	307
HOVASTO01 	2	4	0	0	1	0	1	0
HOWARBR01 	95	1613	570	263	81	83	518	237
HOWARDW01 	407	14627	7035	5107	580	1202	4384	2489
HOWARGR01 	92	852	312	227	53	0	304	118
HOWARJO01 	401	12776	6206	2484	690	592	5152	2361
HOWARJU01 	1042	34249	15542	6927	2563	2350	13398	6279
HOWARMO01 	32	345	152	39	42	0	132	64
HOWAROT01 	14	113	59	41	5	7	56	24
HOWARST01 	120	784	336	173	25	60	239	115
HOWELBA01 	950	30627	17770	9383	1853	0	13585	6515
HUBBABO01 	62	0	224	0	29	0	334	83
HUBBAPH01 	665	15863	7228	3538	857	1310	5394	2672
HUDSOLO01 	890	29794	17940	3926	2432	249	15129	7392
HUDSOTR01 	517	11280	4637	877	1749	818	4279	1714
HUFFMNA01 	7	76	23	23	5	3	25	9
HUGHEAL01 	68	866	356	113	61	63	372	152
HUGHEED01 	97	1158	296	93	159	56	279	116
HUGHEKI01 	84	2162	692	775	55	102	566	300
HUGHEKI01 	341	5719	932	1592	319	229	968	435
HUGHELA01 	673	21144	9819	2892	2145	1467	8791	3596
HUGHERI01 	21	224	82	49	9	14	72	35
HUMMEJO01 	327	7420	2248	1733	543	0	1998	875
HUMPHJA01 	788	23062	8772	2003	4339	1533	7362	3502
HUMPHKR01 	288	3357	1204	870	129	170	1097	479
HUMPHRY01 	85	772	197	189	18	48	227	78
HUNDLRO01 	431	9553	3625	1420	1455	0	3978	1382
HUNTEBR01 	67	630	220	187	22	44	189	90
HUNTECE01 	1	1	0	0	0	0	0	0
HUNTELE01 	444	11773	5693	3174	741	612	4904	2182
HUNTELE01 	24	114	42	50	11	0	64	18
HUNTELI01 	924	23132	7943	2007	2497	1155	7633	2965
HunteOt01 	16	91	22	24	1	2	20	11
HUNTEST01 	378	5832	1764	1222	79	240	1270	718
HURLEBO01 	269	4170	1032	283	880	385	1023	361
HURLERO01 	46	0	239	0	34	0	447	100
HUSTOGE01 	496	12252	4380	684	2509	899	3805	1836
HUSTOPA01 	46	0	164	0	27	0	215	51
HUTCHME01 	437	16574	4851	4186	1298	0	4962	1931
HUTTOJO01 	120	723	302	187	115	0	338	112
HYDERGR01 	77	1359	417	332	48	0	409	183
IAVARMA01 	531	8371	2328	1725	514	639	1959	899
IGUODAN01 	404	15347	6305	2296	1757	989	4649	2180
ILGAUZY01 	707	20484	10142	5559	881	1394	8084	3851
IlicMi01  	5	5	0	1	0	3	3	0
IlyasEr01 	66	976	402	189	49	51	363	139
IMHOFDA01 	801	17874	5759	6099	1405	0	5016	2299
INGELTO01 	27	358	113	53	38	17	93	45
INGELTO01 	48	398	129	44	37	0	131	50
INGRAJO01 	24	267	67	116	20	0	103	27
INNIGER01 	109	2477	964	385	156	124	972	418
IRVINBY01 	87	849	451	123	73	59	350	165
IRVINGE01 	325	6451	3093	959	428	374	2462	1274
ISSELDA01 	718	22342	14659	5707	1804	1281	10711	5424
ISSELDA01 	500	19442	12823	5426	1103	988	10193	5007
IUZZOMI01 	122	3049	1096	238	522	221	833	381
IVERSAL01 	886	36720	23983	3315	5512	3199	19590	8331
IVERSWI01 	28	531	136	46	80	55	146	50
IVEYRO01  	334	4623	1266	425	425	211	1190	483
IVORYEL01 	20	188	88	66	9	47	87	38
JABALWA01 	447	15264	7666	2985	2389	1320	6181	2663
JACKJA01  	322	9195	3360	878	1285	651	2607	1162
JACKSAL01 	2	17	0	0	1	0	3	0
JACKSBO01 	755	16788	7344	2347	1945	1014	6601	2755
JacksDa01 	51	425	98	87	8	14	86	37
JACKSGR01 	49	802	182	69	96	0	176	73
JACKSJA01 	431	7210	2370	785	500	348	2215	865
JACKSJE01 	135	1346	262	145	184	78	222	89
JACKSJI01 	885	29068	12690	4152	2851	2179	11247	4811
JACKSLU01 	522	13783	5170	4613	818	0	4824	2004
JACKSLU02 	73	727	252	89	58	49	235	84
JACKSMA01 	1296	39124	12489	4963	10323	3154	10731	4793
JACKSMA02 	387	7566	3238	1655	311	467	2680	1194
JACKSME01 	262	6890	3032	860	813	314	2826	1162
JACKSMI01 	264	5918	2683	1506	254	538	2077	1055
JACKSMI02 	89	888	188	70	198	66	206	76
JACKSMY01 	8	22	11	3	6	5	9	2
JACKSPH01 	807	14201	5428	3454	898	134	4583	2076
JACKSRA01 	1	12	2	1	4	1	3	1
JACKSRA02 	28	272	114	54	8	26	108	46
JACKSST01 	17	92	38	27	16	10	33	17
JACKSST02 	599	19471	9252	2295	1889	1487	7854	3281
JACKSTO01 	138	4091	2190	741	279	297	1759	659
JACKSTO02 	2	14	2	2	2	0	3	1
JACKSTR01 	129	1797	694	243	132	108	602	279
JACKSWA01 	56	939	243	133	30	0	242	96
JACOBCA01 	287	5323	1488	516	304	210	1210	476
JACOBSA01 	68	752	283	80	36	34	235	120
JACOBWI01 	18	0	50	0	5	0	69	19
JAMERDA01 	90	594	306	77	61	45	311	122
JAMESAA01 	356	7671	3829	1470	370	241	3347	1609
JAMESBI01 	1	10	2	0	1	1	3	1
JAMESGE01 	88	0	296	141	95	0	347	116
JAMESHE01 	212	2703	1292	318	87	134	1139	472
JAMESJE01 	357	4763	1540	1099	117	403	1339	650
JAMESLE01 	472	19151	12993	3307	3159	1541	9875	4647
JAMESMI01 	524	13260	5506	1232	1885	816	4770	2006
JAMESTI01 	43	261	68	46	11	13	79	26
JAMISAN01 	798	29356	15883	6402	1396	1396	13400	6110
JAMISHA01 	37	249	72	60	10	10	63	29
JANISJO01 	70	0	734	0	51	0	1033	297
JANOTHO01 	9	0	31	0	4	0	30	9
JARICMA01 	447	11258	3193	1201	1600	708	2944	1190
JAROSTO01 	242	0	1306	131	218	0	1574	481
JARVIJI01 	125	1729	728	235	152	119	745	279
JASIKSA01 	138	2529	933	222	399	206	751	298
JawaiNa01 	6	19	2	2	0	2	4	1
JEANNBU01 	139	0	997	0	287	0	777	265
JEELAAB01 	143	2394	1290	500	160	204	1005	475
JEFFEAL01 	331	9180	4928	2830	338	523	4046	2043
JEFFECH01 	72	861	281	88	29	64	266	102
JeffeDo01 	6	83	29	12	9	6	22	11
JEFFERI01 	571	20444	10114	3006	1685	1251	7400	3473
JEFFRJA01 	439	10088	2343	1946	620	530	2130	920
JENKIHO01 	15	104	42	9	9	7	45	15
JENNIKE01 	164	2955	1090	248	614	201	809	353
JENTCH01  	6	88	37	16	8	5	32	15
JEPSELE01 	52	192	53	67	2	6	60	20
JETERHA01 	5	19	2	1	0	0	4	1
JianlYi01 	85	2001	671	422	70	108	632	254
JohnsAl01 	103	1306	444	276	33	89	298	153
JOHNSAM01 	135	1843	505	505	57	83	371	214
JOHNSAN01 	292	6772	2847	1190	675	0	2762	1083
JOHNSAN02 	762	15145	4304	1309	2211	840	4023	1661
JOHNSAR01 	332	4142	2888	1272	731	0	1934	808
JOHNSAV01 	1054	26616	8817	1751	5846	1748	7564	3622
JOHNSBR01 	26	377	54	55	16	17	81	23
JOHNSBU01 	505	11849	4617	1760	856	664	3942	1922
JOHNSCH01 	521	9972	4241	1318	973	160	4507	1935
JOHNSCL01 	761	13310	4102	3508	744	767	3454	1699
JOHNSCL02 	80	688	224	93	45	44	205	84
JOHNSDA01 	204	2295	1705	498	569	0	2117	692
JOHNSDA02 	11	28	12	2	1	1	12	5
JOHNSDA03 	59	475	204	64	17	37	203	74
JOHNSDE01 	1100	35954	15535	4249	5499	2448	13100	5832
JOHNSDE02 	5	37	6	7	0	3	9	3
JOHNSDE03 	344	5929	2121	769	304	349	1872	770
JOHNSED01 	166	4899	2039	1688	180	127	1661	787
JOHNSED02 	675	19975	10163	1522	3436	1717	8436	4015
JOHNSED03 	1199	32604	19202	4832	2550	2076	16361	7727
JOHNSER01 	845	16987	3473	5147	387	724	2757	1393
JOHNSER02 	48	272	54	28	64	26	84	20
JOHNSFR01 	596	12897	4937	1025	2476	1054	4433	1947
JOHNSGE01 	904	18102	4369	5887	929	872	3995	1802
JOHNSGE02 	69	744	190	220	22	0	190	84
JOHNSGE02 	67	1477	317	464	59	84	282	128
JOHNSGE03 	464	9878	4214	2610	817	879	3684	1704
JOHNSGU01 	560	19723	9781	7243	1510	0	9202	4057
JOHNSGU01 	71	1170	462	381	93	70	480	201
JOHNSHA01 	27	0	15	0	11	0	20	4
JOHNSJI01 	23	191	31	46	11	15	30	11
JOHNSJO01 	869	25681	11200	4778	3285	917	10254	4575
JOHNSJO02 	700	24824	11279	2870	2935	1458	9884	4352
JOHNSKA01 	4	12	2	0	0	2	3	1
JOHNSKE01 	735	25061	13127	2404	6711	2258	9160	4512
JOHNSKE02 	64	815	263	243	19	59	214	113
JOHNSKE03 	16	156	32	32	0	6	37	15
JOHNSLA01 	707	25677	11450	5300	2298	1435	9086	4401
JOHNSLA02 	4	38	6	5	7	3	13	3
JOHNSLE01 	12	90	17	22	1	7	25	7
JOHNSLI01 	150	2115	582	493	65	100	574	239
JOHNSLY01 	9	53	27	14	2	4	30	12
JOHNSMA01 	906	33245	17707	6559	10141	3506	11951	6211
JOHNSMA02 	691	23694	13892	4817	2502	1627	11065	5733
JOHNSMI01 	904	25005	12748	6465	2677	2050	10544	4733
JOHNSNA01 	21	87	46	23	1	6	48	18
JOHNSNE01 	178	4154	1835	1318	415	198	1460	736
JOHNSNE01 	202	2263	798	685	217	0	705	300
JOHNSNE02 	516	18298	10023	5856	1269	0	7435	3303
JOHNSOL01 	690	14554	5341	2280	1212	355	4505	2235
JOHNSRE01 	305	5979	2564	1238	262	393	2109	1065
JOHNSRI01 	39	555	228	157	19	0	196	96
JOHNSRI01 	96	1061	449	260	39	0	437	196
JOHNSRO01 	14	92	37	29	2	0	43	13
JOHNSST01 	626	13618	7345	3450	777	1477	4965	2841
JOHNSST02 	29	234	74	43	5	18	64	27
JOHNSST03 	647	19201	10538	4263	984	780	10854	4586
JohnsTr01 	4	14	4	1	0	1	5	0
JOHNSVI01 	984	24308	11825	3109	3212	1569	10515	4882
JOLLIHO01 	138	1739	388	586	112	0	449	165
JONESAL01 	23	127	26	36	3	11	20	8
JONESAN01 	164	1704	594	214	119	96	595	234
JONESAS01 	11	139	45	11	16	9	44	15
JONESBI01 	37	307	129	47	20	18	102	50
JONESBO01 	167	5551	2480	1483	634	466	1754	1039
JONESBO01 	774	20177	8911	4256	1888	1217	6199	3412
JonesBo02 	90	864	288	149	44	46	233	103
JONESCA01 	231	8607	3652	3022	453	513	3231	1536
JONESCA01 	1068	26474	6589	7663	1347	1596	5395	2554
JONESCH01 	726	14095	1826	3253	623	487	1510	725
JONESCH02 	85	1138	296	104	135	57	324	105
JONESCH03 	201	3009	1015	758	206	234	740	365
JONESCO01 	298	6231	2426	1409	338	335	2105	955
JONESDA01 	656	13424	4301	1080	1796	552	3709	1511
JONESDA02 	324	5073	1643	552	230	261	1356	604
JONESDO01 	15	91	44	9	5	11	57	19
JONESDW01 	766	16452	6230	4513	911	771	5216	2459
JONESDW02 	80	662	125	181	21	25	78	37
JONESEA01 	14	50	13	10	4	8	13	5
JONESED01 	955	32780	14153	3857	2812	1507	11285	4931
JONESED02 	363	6960	3257	1745	331	563	2384	1207
JONESFR01 	430	10306	3206	958	990	511	2651	1090
JONESJA01 	17	202	76	26	12	0	72	28
JONESJA02 	330	6414	2194	828	213	146	1824	731
JONESJI01 	140	2590	901	272	283	0	717	362
JONESJI01 	546	20873	10465	2658	2786	1214	7813	3982
JONESJO01 	51	475	214	114	26	0	253	86
JONESJO01 	29	449	203	117	34	39	213	81
JONESJU01 	471	9782	3325	1987	408	388	3052	1294
JONESKC01 	676	17501	5011	2399	2908	0	4961	1919
JONESLA01 	95	2235	854	241	270	0	775	310
JONESLA01 	456	16721	9651	2484	1760	689	7435	3413
JONESMA01 	374	5063	1643	1323	215	367	1385	678
JONESMA02 	6	16	7	2	5	2	6	3
JONESMA03 	10	116	23	13	6	3	31	9
JONESNI01 	188	2264	1003	216	247	0	951	393
JONESNI01 	10	97	28	9	7	8	36	12
JONESOZ01 	70	906	245	240	56	64	182	106
JONESPO01 	535	12579	3726	3981	696	603	3523	1574
JONESRI01 	34	877	360	194	46	0	348	134
JONESRI01 	474	16114	7562	3565	1348	891	7155	3019
JONESRO01 	75	1131	370	310	82	7	319	150
JONESSA01 	871	24285	15411	4305	2209	0	13745	6271
JONESSH01 	51	682	244	113	42	47	209	93
JonesSo01 	156	1494	412	320	26	63	269	144
JONESST01 	640	20209	10258	2392	1452	1004	8930	3964
JONESST01 	64	819	414	75	63	0	380	168
JONESWA01 	607	14420	6140	1394	1947	0	6054	2478
JONESWA01 	71	1339	532	77	152	76	524	212
JONESWA02 	140	1320	1428	408	429	0	1467	521
JONESWI01 	159	4420	1578	938	305	137	1533	664
JONESWI01 	566	17511	6906	4622	1141	873	6188	2878
JONESWI02 	272	4568	2016	767	545	0	2153	846
JONESWI03 	13	103	41	17	4	8	40	17
JORDAAD01 	10	97	21	6	22	8	27	8
JORDACH01 	71	855	369	216	53	84	373	162
JordaDe01 	53	772	228	237	11	41	147	93
JORDAED01 	420	8507	3414	788	1595	897	3256	1349
JORDAMI01 	1072	41012	32292	6672	5633	2924	24537	12192
JORDARE01 	186	1662	500	343	190	104	420	182
JORDATH01 	4	106	44	19	3	12	41	18
JORDAWA01 	30	207	68	42	11	17	75	29
JORDOPH01 	442	10792	4835	3028	769	0	4940	1965
JORGEJO01 	51	0	115	0	33	0	123	45
JORGENO01 	268	2673	2363	862	324	0	2226	801
JORGERO01 	28	0	41	0	1	0	54	14
JOSEPGA01 	4	16	2	2	1	2	5	1
JOSEPYV01 	1	5	2	0	0	0	0	0
JOYCEKE01 	180	4731	1906	304	580	322	1988	815
JOYNEHA01 	2	5	0	1	0	0	0	0
JUDKIJE01 	272	3421	1482	427	282	214	1248	596
KACHAED01 	52	0	112	0	37	0	142	38
KAFTAGE01 	212	1335	1594	424	399	0	1585	586
KALAFED01 	209	4358	1474	1182	310	0	1422	490
KAMANCH01 	384	11173	3992	3169	468	839	3281	1600
KAPLORA01 	105	0	592	0	57	0	824	217
KAPONJA01 	401	7723	3004	752	363	285	2641	1182
KAPPETO01 	59	0	384	0	28	0	537	128
KarlCo01  	17	69	30	14	9	5	26	9
KARLGE01  	33	281	85	22	51	4	79	27
KARLGE01  	231	4168	1618	347	744	358	1370	647
KASIDED01 	8	0	12	0	6	0	21	6
KASUNMA01 	73	569	198	188	11	41	167	78
KATKALE01 	107	0	457	0	136	0	583	185
KAUFFBO01 	525	13568	6049	3682	1429	0	4835	2306
KAUTZWI01 	50	0	253	0	37	0	420	107
KEACL01   	51	447	198	128	19	32	130	63
KEARNMI01 	6	25	1	3	5	0	5	0
KEARNTO01 	1	7	2	0	0	0	1	1
KEEFEAD01 	617	10334	3107	2556	427	545	2230	1120
KEELIHA01 	20	75	44	6	10	7	39	17
KELLEBI01 	556	13609	6588	1349	1980	659	5740	2440
KELLEGA01 	122	1714	735	550	47	128	675	262
KELLEKE01 	28	0	22	0	1	0	30	10
KELLERI01 	814	17711	6199	5678	2092	1576	4435	2166
KELLOCL01 	260	8514	4918	2482	764	731	4041	2008
KELLYAR01 	188	3895	1506	497	331	107	1343	598
KELLYGE01 	46	0	262	0	21	0	323	94
KELLYTO01 	27	0	191	0	38	0	218	73
KELSEGR01 	305	6030	2961	1402	411	658	2255	1097
KELSOBE01 	46	298	85	31	18	0	96	35
KEMPSH01  	1051	29291	15347	8834	1704	2724	11278	5505
KEMPTTI01 	280	3758	1259	795	307	289	953	458
KENDRFR01 	24	121	80	36	6	0	77	31
KENNEEU01 	32	277	65	51	6	0	58	31
KENNEGO01 	301	6505	2674	1815	293	371	2027	1112
KENNEJO01 	82	1382	508	341	73	0	498	189
KENNEJO01 	86	1323	454	261	67	0	475	177
KENNEWI01 	7	52	12	8	9	0	21	4
KENONLA01 	249	8993	4419	2759	385	699	3945	1912
KENONLA01 	503	15517	8535	3942	1287	1101	7293	3564
KENVIBI01 	345	6778	2434	1206	715	0	2337	848
KERNEJO01 	1	5	0	0	0	0	1	0
KERRIJA01 	271	3572	2057	1286	667	0	1906	691
KERRJO01  	905	27784	12480	10092	2004	0	11751	4909
KERRST01  	910	16206	5437	1060	1658	504	4263	2042
KERSEJE01 	1153	28115	11825	6339	2134	1583	10166	4723
KERWITO01 	13	68	14	20	1	2	22	7
KESSLAL01 	210	2937	1084	751	81	192	998	425
KETNELA01 	25	139	34	34	2	12	32	13
KEYEJU01  	418	13676	3161	4602	657	368	3027	1264
KEYSRA01  	241	3318	1262	551	192	175	1229	522
KHRYAVI01 	143	2352	643	492	142	139	567	251
KIDDJA01  	1107	41171	15318	7409	10199	3461	13609	5469
KIDDWA01  	68	884	247	233	19	44	169	100
KIFFIIR01 	26	212	82	40	19	30	96	32
KILEYJA01 	53	504	124	51	65	0	203	46
KILLUER01 	4	12	1	2	0	0	4	0
KILPACA01 	2	6	3	4	0	0	2	1
KIMBATO01 	571	10439	3470	3870	571	0	3251	1383
KIMBLBO01 	105	1336	574	162	98	98	562	217
KIMBRST01 	13	65	21	7	6	4	22	9
KINCHCH01 	41	353	118	33	45	30	141	52
KINGAL01  	534	12836	6470	2262	1171	1151	5875	2709
KINGBE01  	874	29417	19655	5060	2863	2791	15109	7830
KINGCH01  	103	2058	693	311	116	119	640	271
KINGDA01  	12	103	19	25	3	0	22	7
KINGFR01  	13	79	27	16	7	5	28	10
KINGGE01  	411	13408	4219	1606	1958	0	3971	1517
KINGGE03  	126	1829	566	393	84	92	467	235
KINGJI01  	607	11187	4377	1500	1412	0	4067	1700
KINGJI02  	64	890	285	112	90	61	261	112
KINGLO01  	84	1255	506	125	117	80	523	191
KINGMA01  	38	973	226	106	144	0	249	99
KINGRE01  	438	11345	3898	2707	691	653	2940	1512
KINGRI01  	72	309	135	74	21	28	112	44
KINGRO01  	9	126	64	19	14	7	70	24
KINGST01  	438	7406	2819	1460	387	527	2240	1071
KINGTO01  	58	0	295	0	32	0	410	97
KINNEBO01 	118	0	1125	0	177	0	1116	394
KinseTa01 	109	1338	511	147	53	71	410	186
KIRILAN01 	559	17308	6973	3246	1569	1148	4888	2283
KIRKLWI01 	2	27	6	11	1	0	7	3
KIRKWA01  	118	396	907	44	249	0	868	265
KISTLDO01 	5	13	8	1	0	0	6	3
KITCHCU01 	6	31	9	9	1	0	6	3
KITEGR01  	680	10080	1717	2607	345	543	1634	716
KITTLKE01 	507	16927	7165	1983	1295	621	6337	2779
KLEINJO01 	965	14712	4666	3991	622	777	4201	1902
KLEIZLI01 	301	5717	2502	1039	219	264	1952	877
KLIERLE01 	113	0	802	0	177	0	1008	282
KLOTZHE01 	11	0	15	0	7	0	31	7
KLUEHDU01 	113	0	924	183	173	0	872	316
KLUTTLO01 	3	8	0	5	0	0	4	0
KNIGHBI01 	150	5334	3340	1340	427	535	2654	1354
KNIGHBI01 	671	18412	10561	3037	1435	1256	8026	4064
KNIGHBO01 	2	29	7	1	8	0	7	3
KNIGHBR01 	729	18170	5340	1787	4481	1367	4897	2019
KNIGHBR02 	1	3	0	0	1	0	1	0
KNIGHNE01 	276	4513	1699	351	780	357	1539	671
KNIGHRO01 	101	1145	472	283	83	0	487	211
KNIGHTO01 	283	7331	3640	1444	335	444	3087	1602
KNIGHTR01 	371	4568	1276	1160	224	244	1192	522
KNORELE01 	131	0	873	0	206	0	1047	317
KNOSTDI01 	5	47	13	17	6	0	10	3
KNOWLRO01 	9	43	9	9	0	0	14	4
KOFOEBA01 	111	702	162	56	108	56	150	58
KOJISDO01 	814	19241	9948	4555	1112	0	8853	3947
KOMENMI01 	64	0	634	0	124	0	861	244
KOMIVHO01 	742	20213	7550	1804	2941	0	7652	2972
KONCAJO01 	784	16409	3520	3856	785	624	3073	1444
KONDLTO01 	42	353	138	125	13	23	145	58
KOPERBU01 	56	631	247	61	43	0	241	106
KOPICJO01 	118	1187	432	314	84	75	278	137
KORNEFR01 	89	595	171	95	30	34	176	65
KOROLYA01 	33	167	39	16	13	7	46	13
KORVEKY01 	465	12013	4723	1449	728	527	3827	1631
KOSKITO01 	5	30	6	7	4	2	7	2
KOSMALE01 	76	506	110	144	53	0	103	41
KOSTEAN01 	21	0	135	0	14	0	110	46
KOTTMHA01 	53	0	165	0	17	0	188	59
KoufoKo01 	48	567	224	138	20	26	185	94
KOZELTO01 	189	1911	407	346	99	0	399	167
KOZLIRO01 	37	354	109	69	14	19	121	41
KRAMEAR01 	8	45	16	12	3	5	22	7
KRAMEBA01 	7	56	27	13	3	0	31	10
KRAMEBA01 	52	507	186	100	41	0	186	63
KRAMEJO01 	328	4184	1257	916	343	264	1008	483
KRAMEST01 	124	2288	1048	310	236	165	885	380
KRAUSDA01 	13	0	21	0	7	0	35	5
KRAUTHE01 	10	0	13	0	4	0	18	4
KREBSJI01 	515	10661	4128	3177	429	0	4188	1696
KREKLWA01 	25	100	30	12	9	10	47	11
KRISSJI01 	2	15	6	3	0	1	6	2
KRONTO01  	184	3139	1193	603	518	0	1158	450
KRONTO01  	40	493	158	69	87	0	147	55
KROPPTO01 	78	552	193	62	47	0	182	80
KRSTINE01 	272	7234	2996	1544	267	383	2481	1212
KRYSTLA01 	421	9098	3425	2051	513	522	2830	1294
KUBERST01 	568	7897	3114	2146	338	2	3005	1254
KUBIALE01 	62	0	710	0	201	0	794	259
KUCZEBR01 	15	119	28	23	8	15	37	10
KUDELFR01 	228	2150	1642	521	490	0	1853	614
KUESTJO01 	135	1527	451	141	305	122	405	173
KUKARA01  	52	0	253	0	38	0	309	99
KUKOCTO01 	846	22214	9810	3555	3118	1544	8127	3633
KUNNEKE01 	555	12104	4602	4031	784	391	4251	2022
KUNZETE01 	46	662	230	75	47	58	245	83
KUPCHMI01 	510	9905	5202	2730	377	682	3832	2003
KUPECCH01 	147	1589	606	313	108	24	579	247
